order_item_id,order_id,product,category,quantity,unit_price,line_total
1091,500559,Fruit Cup,Snack,1,3.46,3.46
1092,500559,Veggie Wrap,Food,1,7.7,7.7
1093,500560,Granola Bar,Snack,1,2.73,2.73
1094,500560,Fruit Cup,Snack,1,3.5,3.5
1095,500560,Chocolate Chip Cookie,Bakery,1,2.48,2.48
1096,500560,Avocado Toast,Food,1,7.43,7.43
1097,500561,Avocado Toast,Food,1,7.42,7.42
1098,500561,Veggie Wrap,Food,1,7.54,7.54
1099,500562,Cappuccino,Beverage,1,4.17,4.17
1100,500563,Latte,Beverage,1,4.39,4.39
1101,500563,Croissant,Bakery,1,3.17,3.17
1102,500564,Blueberry Muffin,Bakery,1,3.69,3.69
1103,500565,Caesar Salad,Food,1,8.23,8.23
1104,500565,Chocolate Chip Cookie,Bakery,2,2.44,4.88
1105,500566,Avocado Toast,Food,2,7.41,14.82
1106,500567,Espresso,Beverage,1,2.94,2.94
1107,500567,Avocado Toast,Food,1,7.47,7.47
1108,500568,Avocado Toast,Food,1,7.29,7.29
1109,500568,Veggie Wrap,Food,1,7.56,7.56
1110,500568,Espresso,Beverage,1,2.97,2.97
1111,500569,Iced Tea,Beverage,1,3.46,3.46
1112,500570,Fruit Cup,Snack,1,3.4,3.4
1113,500570,Cold Brew,Beverage,1,4.72,4.72
1114,500571,Blueberry Muffin,Bakery,1,3.72,3.72
1115,500572,Cold Brew,Beverage,1,4.71,4.71
1116,500572,Caesar Salad,Food,1,8.21,8.21
1117,500572,Chocolate Chip Cookie,Bakery,2,2.5,5.0
1118,500572,Iced Tea,Beverage,1,3.49,3.49
1119,500573,Iced Tea,Beverage,1,3.48,3.48
1120,500574,Fruit Cup,Snack,1,3.41,3.41
1121,500574,Granola Bar,Snack,1,2.73,2.73
1122,500575,Cappuccino,Beverage,1,4.17,4.17
1123,500576,Granola Bar,Snack,2,2.75,5.5
1124,500576,Caesar Salad,Food,1,8.17,8.17
1125,500577,Fruit Cup,Snack,2,3.43,6.86
1126,500577,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1127,500578,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1128,500578,Fruit Cup,Snack,1,3.43,3.43
1129,500578,Chocolate Chip Cookie,Bakery,1,2.49,2.49
1130,500579,Caesar Salad,Food,1,8.24,8.24
1131,500579,Veggie Wrap,Food,1,7.63,7.63
1132,500580,Espresso,Beverage,1,2.96,2.96
1133,500581,Cold Brew,Beverage,1,4.61,4.61
1134,500582,Espresso,Beverage,1,2.96,2.96
1135,500582,Caesar Salad,Food,2,8.01,16.02
1136,500583,Latte,Beverage,1,4.39,4.39
1137,500584,Caesar Salad,Food,1,8.2,8.2
1138,500585,Avocado Toast,Food,1,7.32,7.32
1139,500585,Bagel with Cream Cheese,Bakery,1,3.96,3.96
1140,500586,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1141,500586,Croissant,Bakery,1,3.24,3.24
1142,500587,Cold Brew,Beverage,1,4.69,4.69
1143,500588,Latte,Beverage,1,4.4,4.4
1144,500588,Cappuccino,Beverage,2,4.15,8.3
1145,500589,Avocado Toast,Food,1,7.37,7.37
1146,500590,Bagel with Cream Cheese,Bakery,1,3.97,3.97
1147,500590,Granola Bar,Snack,1,2.68,2.68
1148,500590,Cappuccino,Beverage,1,4.18,4.18
1149,500591,Chocolate Chip Cookie,Bakery,2,2.46,4.92
1150,500591,Croissant,Bakery,1,3.17,3.17
1151,500591,Latte,Beverage,2,4.45,8.9
1152,500592,Caesar Salad,Food,1,8.18,8.18
1153,500592,Latte,Beverage,1,4.47,4.47
1154,500592,Cappuccino,Beverage,1,4.13,4.13
1155,500593,Croissant,Bakery,1,3.24,3.24
1156,500594,Espresso,Beverage,1,2.93,2.93
1157,500594,Latte,Beverage,1,4.4,4.4
1158,500595,Granola Bar,Snack,1,2.74,2.74
1159,500595,Fruit Cup,Snack,1,3.44,3.44
1160,500596,Avocado Toast,Food,1,7.34,7.34
1161,500597,Caesar Salad,Food,1,8.13,8.13
1162,500597,Iced Tea,Beverage,1,3.43,3.43
1163,500598,Chocolate Chip Cookie,Bakery,1,2.47,2.47
1164,500599,Cappuccino,Beverage,1,4.22,4.22
1165,500599,Iced Tea,Beverage,1,3.47,3.47
1166,500599,Espresso,Beverage,1,2.93,2.93
1167,500599,Croissant,Bakery,1,3.19,3.19
1168,500600,Blueberry Muffin,Bakery,1,3.74,3.74
1169,500600,Latte,Beverage,1,4.49,4.49
1170,500600,Espresso,Beverage,2,2.96,5.92
1171,500601,Croissant,Bakery,1,3.16,3.16
1172,500601,Granola Bar,Snack,1,2.71,2.71
1173,500601,Veggie Wrap,Food,1,7.64,7.64
1174,500602,Granola Bar,Snack,2,2.7,5.4
1175,500603,Turkey Sandwich,Food,2,8.31,16.62
1176,500603,Blueberry Muffin,Bakery,1,3.65,3.65
1177,500603,Latte,Beverage,1,4.48,4.48
1178,500604,Avocado Toast,Food,1,7.34,7.34
1179,500604,Cold Brew,Beverage,1,4.74,4.74
1180,500605,Turkey Sandwich,Food,2,8.3,16.6
1181,500606,Chocolate Chip Cookie,Bakery,1,2.43,2.43
1182,500606,Granola Bar,Snack,2,2.68,5.36
1183,500606,Cappuccino,Beverage,1,4.17,4.17
1184,500606,Croissant,Bakery,1,3.21,3.21
1185,500607,Cold Brew,Beverage,1,4.71,4.71
1186,500607,Cappuccino,Beverage,1,4.22,4.22
1187,500608,Croissant,Bakery,2,3.24,6.48
1188,500609,Fruit Cup,Snack,1,3.44,3.44
1189,500609,Espresso,Beverage,1,2.98,2.98
1190,500609,Granola Bar,Snack,1,2.74,2.74
1191,500610,Veggie Wrap,Food,1,7.7,7.7
1192,500611,Cappuccino,Beverage,1,4.16,4.16
1193,500611,Croissant,Bakery,1,3.23,3.23
1194,500611,Caesar Salad,Food,1,8.06,8.06
1195,500612,Turkey Sandwich,Food,1,8.44,8.44
1196,500613,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1197,500613,Caesar Salad,Food,1,8.11,8.11
1198,500614,Croissant,Bakery,1,3.16,3.16
1199,500615,Croissant,Bakery,2,3.16,6.32
1200,500616,Chocolate Chip Cookie,Bakery,1,2.46,2.46
1201,500616,Cold Brew,Beverage,1,4.69,4.69
1202,500616,Caesar Salad,Food,1,8.06,8.06
1203,500617,Fruit Cup,Snack,1,3.46,3.46
1204,500618,Fruit Cup,Snack,1,3.46,3.46
1205,500619,Cappuccino,Beverage,1,4.18,4.18
1206,500620,Avocado Toast,Food,1,7.35,7.35
1207,500621,Cappuccino,Beverage,1,4.18,4.18
1208,500621,Caesar Salad,Food,1,8.05,8.05
1209,500622,Fruit Cup,Snack,1,3.41,3.41
1210,500623,Turkey Sandwich,Food,1,8.43,8.43
1211,500623,Latte,Beverage,1,4.42,4.42
1212,500624,Croissant,Bakery,1,3.2,3.2
1213,500625,Turkey Sandwich,Food,1,8.33,8.33
1214,500625,Croissant,Bakery,1,3.18,3.18
1215,500626,Veggie Wrap,Food,1,7.67,7.67
1216,500627,Chocolate Chip Cookie,Bakery,1,2.49,2.49
1217,500628,Chocolate Chip Cookie,Bakery,1,2.5,2.5
1218,500628,Granola Bar,Snack,1,2.69,2.69
1219,500629,Blueberry Muffin,Bakery,1,3.64,3.64
1220,500629,Cold Brew,Beverage,1,4.63,4.63
1221,500630,Avocado Toast,Food,1,7.4,7.4
1222,500630,Granola Bar,Snack,1,2.69,2.69
1223,500631,Cappuccino,Beverage,1,4.24,4.24
1224,500632,Croissant,Bakery,1,3.24,3.24
1225,500633,Latte,Beverage,2,4.46,8.92
1226,500633,Cappuccino,Beverage,1,4.21,4.21
1227,500633,Bagel with Cream Cheese,Bakery,1,3.91,3.91
1228,500633,Espresso,Beverage,1,2.93,2.93
1229,500634,Granola Bar,Snack,1,2.69,2.69
1230,500634,Iced Tea,Beverage,1,3.42,3.42
1231,500635,Cold Brew,Beverage,1,4.69,4.69
1232,500635,Croissant,Bakery,1,3.2,3.2
1233,500635,Blueberry Muffin,Bakery,1,3.74,3.74
1234,500636,Fruit Cup,Snack,1,3.49,3.49
1235,500636,Cold Brew,Beverage,1,4.73,4.73
1236,500636,Latte,Beverage,1,4.49,4.49
1237,500637,Fruit Cup,Snack,1,3.46,3.46
1238,500637,Cappuccino,Beverage,1,4.14,4.14
1239,500637,Espresso,Beverage,1,2.91,2.91
1240,500637,Veggie Wrap,Food,1,7.53,7.53
1241,500638,Turkey Sandwich,Food,1,8.49,8.49
1242,500638,Espresso,Beverage,1,2.98,2.98
1243,500639,Croissant,Bakery,1,3.16,3.16
1244,500639,Bagel with Cream Cheese,Bakery,2,3.92,7.84
1245,500640,Caesar Salad,Food,1,8.1,8.1
1246,500640,Granola Bar,Snack,1,2.75,2.75
1247,500641,Croissant,Bakery,1,3.16,3.16
1248,500641,Blueberry Muffin,Bakery,2,3.65,7.3
1249,500642,Cold Brew,Beverage,1,4.72,4.72
1250,500642,Iced Tea,Beverage,1,3.43,3.43
1251,500642,Avocado Toast,Food,1,7.36,7.36
1252,500643,Cappuccino,Beverage,1,4.17,4.17
1253,500643,Bagel with Cream Cheese,Bakery,1,3.96,3.96
1254,500644,Cold Brew,Beverage,2,4.67,9.34
1255,500644,Avocado Toast,Food,1,7.32,7.32
1256,500645,Fruit Cup,Snack,1,3.48,3.48
1257,500646,Caesar Salad,Food,1,8.01,8.01
1258,500646,Iced Tea,Beverage,1,3.47,3.47
1259,500646,Cappuccino,Beverage,2,4.22,8.44
1260,500647,Turkey Sandwich,Food,1,8.26,8.26
1261,500648,Cold Brew,Beverage,1,4.66,4.66
1262,500649,Veggie Wrap,Food,2,7.6,15.2
1263,500649,Bagel with Cream Cheese,Bakery,1,3.98,3.98
1264,500650,Fruit Cup,Snack,1,3.45,3.45
1265,500650,Espresso,Beverage,1,2.92,2.92
1266,500651,Croissant,Bakery,1,3.17,3.17
1267,500651,Iced Tea,Beverage,1,3.5,3.5
1268,500651,Turkey Sandwich,Food,1,8.34,8.34
1269,500652,Blueberry Muffin,Bakery,1,3.71,3.71
1270,500652,Caesar Salad,Food,1,8.23,8.23
1271,500653,Turkey Sandwich,Food,1,8.46,8.46
1272,500653,Iced Tea,Beverage,2,3.45,6.9
1273,500654,Granola Bar,Snack,1,2.72,2.72
1274,500655,Veggie Wrap,Food,1,7.57,7.57
1275,500656,Granola Bar,Snack,1,2.73,2.73
1276,500656,Espresso,Beverage,1,2.99,2.99
1277,500657,Chocolate Chip Cookie,Bakery,1,2.48,2.48
1278,500657,Bagel with Cream Cheese,Bakery,1,3.98,3.98
1279,500657,Latte,Beverage,1,4.45,4.45
1280,500657,Caesar Salad,Food,1,8.07,8.07
1281,500658,Granola Bar,Snack,1,2.68,2.68
1282,500659,Granola Bar,Snack,1,2.75,2.75
1283,500660,Fruit Cup,Snack,1,3.5,3.5
1284,500661,Latte,Beverage,1,4.42,4.42
1285,500661,Veggie Wrap,Food,1,7.53,7.53
1286,500661,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1287,500662,Bagel with Cream Cheese,Bakery,1,3.97,3.97
1288,500663,Cold Brew,Beverage,1,4.66,4.66
1289,500663,Latte,Beverage,2,4.41,8.82
1290,500664,Cappuccino,Beverage,2,4.25,8.5
1291,500664,Latte,Beverage,2,4.38,8.76
1292,500665,Granola Bar,Snack,2,2.71,5.42
1293,500666,Fruit Cup,Snack,1,3.46,3.46
1294,500666,Veggie Wrap,Food,1,7.71,7.71
1295,500667,Granola Bar,Snack,2,2.7,5.4
1296,500667,Avocado Toast,Food,1,7.45,7.45
1297,500668,Cold Brew,Beverage,1,4.71,4.71
1298,500668,Veggie Wrap,Food,1,7.65,7.65
1299,500669,Granola Bar,Snack,1,2.71,2.71
1300,500669,Latte,Beverage,1,4.41,4.41
1301,500670,Latte,Beverage,1,4.47,4.47
1302,500670,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1303,500670,Granola Bar,Snack,1,2.68,2.68
1304,500671,Iced Tea,Beverage,1,3.5,3.5
1305,500672,Blueberry Muffin,Bakery,1,3.66,3.66
1306,500672,Cappuccino,Beverage,2,4.18,8.36
1307,500673,Granola Bar,Snack,1,2.71,2.71
1308,500673,Cold Brew,Beverage,1,4.73,4.73
1309,500673,Cappuccino,Beverage,1,4.16,4.16
1310,500674,Blueberry Muffin,Bakery,1,3.68,3.68
1311,500674,Cappuccino,Beverage,1,4.22,4.22
1312,500675,Blueberry Muffin,Bakery,1,3.66,3.66
1313,500676,Avocado Toast,Food,1,7.44,7.44
1314,500677,Espresso,Beverage,1,2.98,2.98
1315,500678,Cold Brew,Beverage,1,4.61,4.61
1316,500678,Granola Bar,Snack,1,2.67,2.67
1317,500678,Croissant,Bakery,1,3.16,3.16
1318,500679,Avocado Toast,Food,1,7.33,7.33
1319,500679,Caesar Salad,Food,1,8.16,8.16
1320,500679,Croissant,Bakery,1,3.19,3.19
1321,500680,Espresso,Beverage,1,2.91,2.91
1322,500680,Croissant,Bakery,1,3.18,3.18
1323,500680,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1324,500681,Fruit Cup,Snack,1,3.48,3.48
1325,500682,Blueberry Muffin,Bakery,1,3.64,3.64
1326,500682,Turkey Sandwich,Food,1,8.38,8.38
1327,500683,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1328,500683,Cappuccino,Beverage,1,4.23,4.23
1329,500684,Cold Brew,Beverage,1,4.73,4.73
1330,500684,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1331,500684,Turkey Sandwich,Food,1,8.25,8.25
1332,500685,Blueberry Muffin,Bakery,2,3.71,7.42
1333,500686,Fruit Cup,Snack,1,3.45,3.45
1334,500686,Chocolate Chip Cookie,Bakery,2,2.45,4.9
1335,500686,Turkey Sandwich,Food,1,8.33,8.33
1336,500687,Fruit Cup,Snack,1,3.41,3.41
1337,500688,Turkey Sandwich,Food,1,8.29,8.29
1338,500689,Turkey Sandwich,Food,1,8.38,8.38
1339,500690,Bagel with Cream Cheese,Bakery,1,3.88,3.88
1340,500690,Caesar Salad,Food,1,8.2,8.2
1341,500690,Espresso,Beverage,1,2.99,2.99
1342,500690,Avocado Toast,Food,1,7.33,7.33
1343,500691,Bagel with Cream Cheese,Bakery,2,3.89,7.78
1344,500691,Espresso,Beverage,1,2.95,2.95
1345,500691,Blueberry Muffin,Bakery,1,3.67,3.67
1346,500692,Iced Tea,Beverage,1,3.48,3.48
1347,500693,Turkey Sandwich,Food,1,8.28,8.28
1348,500693,Cappuccino,Beverage,1,4.18,4.18
1349,500694,Fruit Cup,Snack,1,3.48,3.48
1350,500694,Bagel with Cream Cheese,Bakery,2,3.98,7.96
1351,500694,Iced Tea,Beverage,2,3.43,6.86
1352,500695,Bagel with Cream Cheese,Bakery,1,3.92,3.92
1353,500695,Cappuccino,Beverage,2,4.24,8.48
1354,500695,Chocolate Chip Cookie,Bakery,1,2.44,2.44
1355,500696,Fruit Cup,Snack,1,3.45,3.45
1356,500697,Avocado Toast,Food,1,7.41,7.41
1357,500697,Iced Tea,Beverage,2,3.5,7.0
1358,500697,Granola Bar,Snack,1,2.74,2.74
1359,500698,Veggie Wrap,Food,1,7.74,7.74
1360,500698,Bagel with Cream Cheese,Bakery,2,3.97,7.94
1361,500698,Iced Tea,Beverage,1,3.47,3.47
1362,500699,Avocado Toast,Food,1,7.36,7.36
1363,500700,Cold Brew,Beverage,1,4.74,4.74
1364,500701,Chocolate Chip Cookie,Bakery,1,2.44,2.44
1365,500701,Bagel with Cream Cheese,Bakery,1,3.97,3.97
1366,500702,Chocolate Chip Cookie,Bakery,1,2.44,2.44
1367,500702,Granola Bar,Snack,1,2.71,2.71
1368,500702,Iced Tea,Beverage,1,3.45,3.45
1369,500703,Cold Brew,Beverage,2,4.66,9.32
1370,500703,Fruit Cup,Snack,1,3.47,3.47
1371,500704,Avocado Toast,Food,1,7.36,7.36
1372,500705,Croissant,Bakery,1,3.15,3.15
1373,500706,Cold Brew,Beverage,1,4.75,4.75
1374,500707,Chocolate Chip Cookie,Bakery,1,2.43,2.43
1375,500708,Cold Brew,Beverage,1,4.67,4.67
1376,500708,Iced Tea,Beverage,1,3.43,3.43
1377,500709,Cappuccino,Beverage,1,4.14,4.14
1378,500710,Granola Bar,Snack,1,2.7,2.7
1379,500710,Croissant,Bakery,1,3.17,3.17
1380,500710,Chocolate Chip Cookie,Bakery,1,2.48,2.48
1381,500711,Granola Bar,Snack,1,2.74,2.74
1382,500712,Caesar Salad,Food,1,8.09,8.09
1383,500713,Turkey Sandwich,Food,1,8.5,8.5
1384,500713,Veggie Wrap,Food,1,7.68,7.68
1385,500713,Cappuccino,Beverage,1,4.15,4.15
1386,500714,Croissant,Bakery,1,3.17,3.17
1387,500715,Avocado Toast,Food,2,7.33,14.66
1388,500716,Granola Bar,Snack,2,2.74,5.48
1389,500716,Fruit Cup,Snack,1,3.45,3.45
1390,500717,Granola Bar,Snack,1,2.69,2.69
1391,500717,Veggie Wrap,Food,1,7.6,7.6
1392,500718,Turkey Sandwich,Food,1,8.34,8.34
1393,500718,Veggie Wrap,Food,1,7.54,7.54
1394,500719,Latte,Beverage,1,4.47,4.47
1395,500719,Espresso,Beverage,1,2.95,2.95
1396,500719,Blueberry Muffin,Bakery,1,3.71,3.71
1397,500719,Bagel with Cream Cheese,Bakery,1,3.9,3.9
1398,500720,Blueberry Muffin,Bakery,1,3.74,3.74
1399,500721,Granola Bar,Snack,1,2.74,2.74
1400,500721,Caesar Salad,Food,2,8.06,16.12
1401,500722,Avocado Toast,Food,1,7.37,7.37
1402,500722,Latte,Beverage,1,4.47,4.47
1403,500723,Veggie Wrap,Food,1,7.73,7.73
1404,500723,Chocolate Chip Cookie,Bakery,1,2.46,2.46
1405,500724,Iced Tea,Beverage,1,3.47,3.47
1406,500724,Croissant,Bakery,1,3.17,3.17
1407,500724,Blueberry Muffin,Bakery,1,3.74,3.74
1408,500725,Blueberry Muffin,Bakery,1,3.67,3.67
1409,500726,Veggie Wrap,Food,1,7.53,7.53
1410,500726,Granola Bar,Snack,1,2.74,2.74
1411,500726,Chocolate Chip Cookie,Bakery,1,2.44,2.44
1412,500727,Cappuccino,Beverage,1,4.22,4.22
1413,500728,Cappuccino,Beverage,1,4.22,4.22
1414,500728,Blueberry Muffin,Bakery,1,3.72,3.72
1415,500729,Cold Brew,Beverage,1,4.64,4.64
1416,500730,Croissant,Bakery,1,3.16,3.16
1417,500730,Fruit Cup,Snack,1,3.45,3.45
1418,500730,Avocado Toast,Food,1,7.36,7.36
1419,500730,Cold Brew,Beverage,1,4.64,4.64
1420,500731,Blueberry Muffin,Bakery,1,3.69,3.69
1421,500731,Espresso,Beverage,1,2.99,2.99
1422,500732,Avocado Toast,Food,1,7.33,7.33
1423,500732,Chocolate Chip Cookie,Bakery,2,2.48,4.96
1424,500733,Caesar Salad,Food,1,8.1,8.1
1425,500734,Blueberry Muffin,Bakery,1,3.68,3.68
1426,500734,Bagel with Cream Cheese,Bakery,1,3.98,3.98
1427,500734,Granola Bar,Snack,2,2.69,5.38
1428,500735,Croissant,Bakery,2,3.23,6.46
1429,500735,Espresso,Beverage,1,2.92,2.92
1430,500735,Avocado Toast,Food,1,7.32,7.32
1431,500736,Espresso,Beverage,1,2.91,2.91
1432,500736,Turkey Sandwich,Food,1,8.3,8.3
1433,500737,Latte,Beverage,1,4.41,4.41
1434,500738,Blueberry Muffin,Bakery,2,3.7,7.4
1435,500739,Cappuccino,Beverage,1,4.24,4.24
1436,500740,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1437,500741,Avocado Toast,Food,1,7.48,7.48
1438,500742,Bagel with Cream Cheese,Bakery,1,3.92,3.92
1439,500743,Croissant,Bakery,2,3.17,6.34
1440,500744,Granola Bar,Snack,1,2.7,2.7
1441,500744,Iced Tea,Beverage,1,3.46,3.46
1442,500745,Turkey Sandwich,Food,1,8.46,8.46
1443,500746,Granola Bar,Snack,1,2.72,2.72
1444,500746,Bagel with Cream Cheese,Bakery,1,3.92,3.92
1445,500747,Bagel with Cream Cheese,Bakery,1,3.97,3.97
1446,500747,Iced Tea,Beverage,1,3.4,3.4
1447,500748,Fruit Cup,Snack,1,3.45,3.45
1448,500749,Espresso,Beverage,1,2.91,2.91
1449,500750,Croissant,Bakery,2,3.2,6.4
1450,500750,Avocado Toast,Food,1,7.41,7.41
1451,500751,Espresso,Beverage,1,2.92,2.92
1452,500752,Veggie Wrap,Food,1,7.66,7.66
1453,500752,Bagel with Cream Cheese,Bakery,1,3.89,3.89
1454,500753,Blueberry Muffin,Bakery,1,3.73,3.73
1455,500753,Granola Bar,Snack,1,2.71,2.71
1456,500753,Latte,Beverage,1,4.45,4.45
1457,500754,Espresso,Beverage,1,2.95,2.95
1458,500754,Cold Brew,Beverage,1,4.64,4.64
1459,500755,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1460,500756,Turkey Sandwich,Food,2,8.37,16.74
1461,500756,Bagel with Cream Cheese,Bakery,1,3.98,3.98
1462,500757,Avocado Toast,Food,1,7.37,7.37
1463,500758,Latte,Beverage,1,4.45,4.45
1464,500758,Cappuccino,Beverage,2,4.19,8.38
1465,500759,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1466,500760,Latte,Beverage,1,4.5,4.5
1467,500760,Cappuccino,Beverage,1,4.24,4.24
1468,500761,Chocolate Chip Cookie,Bakery,1,2.43,2.43
1469,500761,Avocado Toast,Food,1,7.3,7.3
1470,500762,Espresso,Beverage,1,2.98,2.98
1471,500762,Turkey Sandwich,Food,1,8.44,8.44
1472,500763,Avocado Toast,Food,1,7.32,7.32
1473,500764,Cold Brew,Beverage,2,4.7,9.4
1474,500764,Croissant,Bakery,1,3.16,3.16
1475,500765,Iced Tea,Beverage,1,3.49,3.49
1476,500765,Turkey Sandwich,Food,1,8.42,8.42
1477,500766,Avocado Toast,Food,1,7.47,7.47
1478,500767,Chocolate Chip Cookie,Bakery,1,2.46,2.46
1479,500768,Espresso,Beverage,2,2.96,5.92
1480,500768,Cold Brew,Beverage,1,4.63,4.63
1481,500769,Espresso,Beverage,1,2.97,2.97
1482,500770,Cold Brew,Beverage,1,4.68,4.68
1483,500771,Cappuccino,Beverage,2,4.16,8.32
1484,500772,Croissant,Bakery,1,3.25,3.25
1485,500772,Espresso,Beverage,1,2.97,2.97
1486,500773,Avocado Toast,Food,1,7.28,7.28
1487,500773,Iced Tea,Beverage,2,3.48,6.96
1488,500774,Latte,Beverage,1,4.4,4.4
1489,500774,Cold Brew,Beverage,2,4.64,9.28
1490,500775,Avocado Toast,Food,1,7.3,7.3
1491,500776,Blueberry Muffin,Bakery,1,3.64,3.64
1492,500776,Veggie Wrap,Food,1,7.74,7.74
1493,500776,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1494,500777,Cold Brew,Beverage,1,4.63,4.63
1495,500778,Croissant,Bakery,1,3.21,3.21
1496,500779,Fruit Cup,Snack,1,3.49,3.49
1497,500779,Iced Tea,Beverage,1,3.41,3.41
1498,500779,Blueberry Muffin,Bakery,2,3.66,7.32
1499,500780,Croissant,Bakery,1,3.21,3.21
1500,500780,Bagel with Cream Cheese,Bakery,1,3.97,3.97
1501,500781,Turkey Sandwich,Food,1,8.37,8.37
1502,500781,Latte,Beverage,2,4.43,8.86
1503,500781,Granola Bar,Snack,1,2.71,2.71
1504,500781,Blueberry Muffin,Bakery,1,3.67,3.67
1505,500782,Blueberry Muffin,Bakery,1,3.7,3.7
1506,500783,Croissant,Bakery,1,3.18,3.18
1507,500784,Iced Tea,Beverage,1,3.46,3.46
1508,500785,Cappuccino,Beverage,1,4.2,4.2
1509,500786,Latte,Beverage,1,4.48,4.48
1510,500786,Cold Brew,Beverage,1,4.72,4.72
1511,500786,Iced Tea,Beverage,1,3.48,3.48
1512,500786,Bagel with Cream Cheese,Bakery,1,3.9,3.9
1513,500787,Chocolate Chip Cookie,Bakery,1,2.48,2.48
1514,500787,Granola Bar,Snack,1,2.73,2.73
1515,500788,Croissant,Bakery,1,3.22,3.22
1516,500788,Cold Brew,Beverage,1,4.63,4.63
1517,500788,Veggie Wrap,Food,2,7.73,15.46
1518,500788,Blueberry Muffin,Bakery,1,3.67,3.67
1519,500789,Avocado Toast,Food,1,7.45,7.45
1520,500789,Cold Brew,Beverage,1,4.63,4.63
1521,500790,Bagel with Cream Cheese,Bakery,1,3.93,3.93
1522,500791,Chocolate Chip Cookie,Bakery,1,2.45,2.45
1523,500791,Turkey Sandwich,Food,1,8.38,8.38
1524,500792,Iced Tea,Beverage,1,3.41,3.41
1525,500793,Avocado Toast,Food,1,7.37,7.37
1526,500794,Blueberry Muffin,Bakery,2,3.65,7.3
1527,500794,Avocado Toast,Food,1,7.33,7.33
1528,500794,Bagel with Cream Cheese,Bakery,1,3.9,3.9
1529,500795,Caesar Salad,Food,1,8.19,8.19
1530,500796,Latte,Beverage,1,4.39,4.39
1531,500797,Veggie Wrap,Food,1,7.59,7.59
1532,500797,Caesar Salad,Food,1,8.2,8.2
1533,500797,Granola Bar,Snack,1,2.71,2.71
1534,500797,Blueberry Muffin,Bakery,1,3.67,3.67
1535,500798,Avocado Toast,Food,1,7.42,7.42
1536,500798,Cappuccino,Beverage,1,4.14,4.14
1537,500799,Veggie Wrap,Food,2,7.72,15.44
1538,500800,Caesar Salad,Food,2,8.16,16.32
1539,500800,Granola Bar,Snack,1,2.73,2.73
1540,500801,Turkey Sandwich,Food,1,8.26,8.26
1541,500801,Latte,Beverage,2,4.46,8.92
1542,500802,Croissant,Bakery,1,3.22,3.22
1543,500803,Cold Brew,Beverage,1,4.68,4.68
1544,500803,Latte,Beverage,1,4.44,4.44
1545,500804,Iced Tea,Beverage,1,3.46,3.46
1546,500804,Cappuccino,Beverage,1,4.16,4.16
1547,500805,Blueberry Muffin,Bakery,1,3.74,3.74
1548,500806,Fruit Cup,Snack,1,3.48,3.48
1549,500807,Cappuccino,Beverage,1,4.16,4.16
1550,500808,Caesar Salad,Food,1,8.1,8.1
1551,500809,Espresso,Beverage,1,2.97,2.97
1552,500810,Granola Bar,Snack,1,2.72,2.72
1553,500811,Turkey Sandwich,Food,2,8.39,16.78
1554,500811,Latte,Beverage,2,4.45,8.9
1555,500812,Iced Tea,Beverage,1,3.47,3.47
1556,500813,Veggie Wrap,Food,1,7.64,7.64
1557,500814,Avocado Toast,Food,1,7.32,7.32
1558,500815,Caesar Salad,Food,1,8.24,8.24
1559,500815,Iced Tea,Beverage,1,3.43,3.43
1560,500816,Espresso,Beverage,1,2.96,2.96
1561,500816,Bagel with Cream Cheese,Bakery,1,3.92,3.92
1562,500817,Cappuccino,Beverage,1,4.19,4.19
1563,500818,Avocado Toast,Food,1,7.4,7.4
1564,500818,Chocolate Chip Cookie,Bakery,1,2.44,2.44
1565,500818,Veggie Wrap,Food,1,7.72,7.72
1566,500818,Bagel with Cream Cheese,Bakery,1,3.99,3.99
1567,500819,Turkey Sandwich,Food,1,8.31,8.31
1568,500820,Espresso,Beverage,1,2.93,2.93
1569,500821,Caesar Salad,Food,2,8.08,16.16
1570,500822,Fruit Cup,Snack,1,3.42,3.42
1571,500823,Espresso,Beverage,1,2.94,2.94
1572,500823,Cold Brew,Beverage,1,4.68,4.68
1573,500823,Turkey Sandwich,Food,1,8.34,8.34
1574,500824,Croissant,Bakery,1,3.16,3.16
1575,500824,Cold Brew,Beverage,1,4.68,4.68
1576,500824,Caesar Salad,Food,1,8.23,8.23
1577,500825,Latte,Beverage,1,4.44,4.44
1578,500825,Blueberry Muffin,Bakery,1,3.67,3.67
1579,500825,Veggie Wrap,Food,1,7.68,7.68
1580,500826,Avocado Toast,Food,1,7.37,7.37
1581,500827,Latte,Beverage,1,4.47,4.47
1582,500827,Croissant,Bakery,2,3.24,6.48
1583,500828,Croissant,Bakery,1,3.17,3.17
