order_id,order_date,order_timestamp,store_location,region,customer_id,payment_method,order_total
501061,2026-02-21,2026-02-21 08:03:00,Riverside,South,20,Mobile Pay,4.68
501062,2026-02-21,2026-02-21 12:22:00,Riverside,South,849,Credit Card,13.38
501063,2026-02-21,2026-02-21 13:21:00,Riverside,South,662,Cash,2.69
501064,2026-02-21,2026-02-21 11:58:00,Downtown,North,577,Credit Card,5.93
501065,2026-02-21,2026-02-21 13:13:00,Airport Kiosk,West,276,Credit Card,11.82
501066,2026-02-21,2026-02-21 12:25:00,Uptown Mall,East,106,Debit Card,18.33
501067,2026-02-21,2026-02-21 12:06:00,Harbor Point,South,822,Debit Card,10.79
501068,2026-02-21,2026-02-21 16:10:00,Downtown,North,764,Credit Card,5.91
501069,2026-02-21,2026-02-21 12:23:00,Downtown,North,810,Debit Card,2.48
501070,2026-02-21,2026-02-21 12:07:00,Riverside,South,288,Cash,7.12
501071,2026-02-21,2026-02-21 11:51:00,Riverside,South,391,Debit Card,16.89
501072,2026-02-21,2026-02-21 09:58:00,Harbor Point,South,806,Debit Card,14.54
501073,2026-02-21,2026-02-21 12:22:00,Airport Kiosk,West,613,Credit Card,15.46
501074,2026-02-21,2026-02-21 13:13:00,Harbor Point,South,78,Credit Card,15.06
501075,2026-02-21,2026-02-21 07:52:00,Harbor Point,South,582,Credit Card,3.23
501076,2026-02-21,2026-02-21 15:27:00,Uptown Mall,East,343,Credit Card,2.69
501077,2026-02-21,2026-02-21 12:09:00,Airport Kiosk,West,191,Credit Card,8.39
501078,2026-02-21,2026-02-21 09:50:00,Airport Kiosk,West,480,Mobile Pay,8.85
501079,2026-02-21,2026-02-21 13:34:00,Airport Kiosk,West,235,Mobile Pay,26.12
501080,2026-02-22,2026-02-22 18:49:00,Uptown Mall,East,243,Mobile Pay,13.73
501081,2026-02-22,2026-02-22 09:24:00,Uptown Mall,East,719,Credit Card,11.67
501082,2026-02-22,2026-02-22 10:02:00,Airport Kiosk,West,650,Debit Card,7.49
501083,2026-02-22,2026-02-22 09:06:00,Uptown Mall,East,391,Debit Card,6.41
501084,2026-02-22,2026-02-22 13:36:00,Harbor Point,South,713,Credit Card,23.16
501085,2026-02-22,2026-02-22 09:18:00,Uptown Mall,East,511,Credit Card,15.63
501086,2026-02-22,2026-02-22 12:36:00,Downtown,North,326,Cash,3.71
501087,2026-02-22,2026-02-22 10:47:00,Airport Kiosk,West,590,Debit Card,2.46
501088,2026-02-22,2026-02-22 16:03:00,Downtown,North,859,Credit Card,9.96
501089,2026-02-22,2026-02-22 08:27:00,Airport Kiosk,West,5,Cash,7.16
501090,2026-02-22,2026-02-22 07:53:00,Airport Kiosk,West,587,Credit Card,6.85
501091,2026-02-22,2026-02-22 13:18:00,Airport Kiosk,West,899,Debit Card,20.25
501092,2026-02-22,2026-02-22 10:02:00,Downtown,North,882,Cash,12.29
501093,2026-02-22,2026-02-22 10:53:00,Airport Kiosk,West,483,Debit Card,3.42
501094,2026-02-22,2026-02-22 08:29:00,Uptown Mall,East,887,Debit Card,8.15
501095,2026-02-22,2026-02-22 08:45:00,Airport Kiosk,West,265,Cash,12.42
501096,2026-02-22,2026-02-22 13:24:00,Downtown,North,555,Debit Card,2.98
501097,2026-02-22,2026-02-22 13:59:00,Downtown,North,267,Debit Card,2.69
501098,2026-02-23,2026-02-23 08:10:00,Riverside,South,74,Debit Card,27.25
501099,2026-02-23,2026-02-23 18:15:00,Uptown Mall,East,369,Debit Card,6.9
501100,2026-02-23,2026-02-23 09:38:00,Airport Kiosk,West,630,Mobile Pay,7.91
501101,2026-02-23,2026-02-23 17:17:00,Downtown,North,712,Mobile Pay,4.23
501102,2026-02-23,2026-02-23 09:33:00,Uptown Mall,East,48,Credit Card,11.12
501103,2026-02-23,2026-02-23 16:43:00,Harbor Point,South,334,Credit Card,3.48
501104,2026-02-23,2026-02-23 18:47:00,Downtown,North,5,Credit Card,3.48
501105,2026-02-23,2026-02-23 09:11:00,Uptown Mall,East,400,Debit Card,3.88
501106,2026-02-23,2026-02-23 07:09:00,Airport Kiosk,West,3,Cash,3.41
501107,2026-02-23,2026-02-23 08:46:00,Uptown Mall,East,724,Credit Card,23.68
501108,2026-02-23,2026-02-23 11:17:00,Airport Kiosk,West,633,Mobile Pay,3.42
501109,2026-02-23,2026-02-23 16:25:00,Uptown Mall,East,284,Credit Card,7.61
501110,2026-02-23,2026-02-23 11:42:00,Harbor Point,South,255,Cash,5.92
501111,2026-02-23,2026-02-23 08:40:00,Airport Kiosk,West,188,Cash,4.19
501112,2026-02-23,2026-02-23 09:25:00,Uptown Mall,East,105,Mobile Pay,3.19
501113,2026-02-23,2026-02-23 16:24:00,Riverside,South,532,Debit Card,19.2
501114,2026-02-24,2026-02-24 14:18:00,Downtown,North,489,Cash,6.84
501115,2026-02-24,2026-02-24 13:12:00,Downtown,North,252,Debit Card,7.28
501116,2026-02-24,2026-02-24 13:41:00,Uptown Mall,East,392,Credit Card,17.7
501117,2026-02-24,2026-02-24 11:52:00,Uptown Mall,East,598,Credit Card,4.67
501118,2026-02-24,2026-02-24 07:12:00,Harbor Point,South,592,Cash,11.23
501119,2026-02-24,2026-02-24 12:50:00,Airport Kiosk,West,285,Credit Card,4.71
501120,2026-02-24,2026-02-24 08:07:00,Downtown,North,348,Credit Card,18.66
501121,2026-02-24,2026-02-24 10:10:00,Riverside,South,211,Mobile Pay,11.68
501122,2026-02-24,2026-02-24 16:04:00,Harbor Point,South,707,Debit Card,10.61
501123,2026-02-24,2026-02-24 09:40:00,Harbor Point,South,201,Cash,19.66
501124,2026-02-24,2026-02-24 14:11:00,Uptown Mall,East,328,Mobile Pay,9.41
501125,2026-02-24,2026-02-24 18:12:00,Riverside,South,700,Credit Card,20.49
501126,2026-02-24,2026-02-24 08:28:00,Harbor Point,South,559,Credit Card,17.27
501127,2026-02-24,2026-02-24 17:00:00,Downtown,North,421,Mobile Pay,8.42
501128,2026-02-24,2026-02-24 13:21:00,Uptown Mall,East,566,Cash,10.83
501129,2026-02-24,2026-02-24 09:52:00,Airport Kiosk,West,890,Credit Card,2.96
501130,2026-02-24,2026-02-24 09:24:00,Riverside,South,623,Credit Card,2.7
501131,2026-02-24,2026-02-24 09:10:00,Airport Kiosk,West,230,Credit Card,7.39
501132,2026-02-24,2026-02-24 07:16:00,Harbor Point,South,75,Cash,7.61
501133,2026-02-24,2026-02-24 15:31:00,Harbor Point,South,757,Cash,10.29
501134,2026-02-24,2026-02-24 08:15:00,Uptown Mall,East,573,Debit Card,33.87
501135,2026-02-24,2026-02-24 07:53:00,Riverside,South,336,Debit Card,6.2
501136,2026-02-24,2026-02-24 08:00:00,Airport Kiosk,West,804,Credit Card,3.49
501137,2026-02-25,2026-02-25 11:13:00,Riverside,South,222,Cash,16.71
501138,2026-02-25,2026-02-25 16:27:00,Airport Kiosk,West,738,Credit Card,4.18
501139,2026-02-25,2026-02-25 08:11:00,Airport Kiosk,West,843,Credit Card,14.83
501140,2026-02-25,2026-02-25 08:13:00,Uptown Mall,East,564,Credit Card,11.57
501141,2026-02-25,2026-02-25 13:59:00,Harbor Point,South,57,Debit Card,3.41
501142,2026-02-25,2026-02-25 16:05:00,Airport Kiosk,West,374,Credit Card,8.08
501143,2026-02-25,2026-02-25 18:22:00,Airport Kiosk,West,414,Mobile Pay,16.97
501144,2026-02-25,2026-02-25 11:16:00,Airport Kiosk,West,792,Credit Card,10.9
501145,2026-02-25,2026-02-25 16:46:00,Harbor Point,South,320,Debit Card,9.19
501146,2026-02-25,2026-02-25 07:40:00,Riverside,South,517,Debit Card,8.11
501147,2026-02-25,2026-02-25 11:38:00,Riverside,South,798,Debit Card,6.36
501148,2026-02-25,2026-02-25 17:40:00,Harbor Point,South,818,Debit Card,2.93
501149,2026-02-26,2026-02-26 18:33:00,Uptown Mall,East,35,Credit Card,16.03
501150,2026-02-26,2026-02-26 14:55:00,Downtown,North,525,Credit Card,3.19
501151,2026-02-26,2026-02-26 07:12:00,Airport Kiosk,West,592,Debit Card,18.46
501152,2026-02-26,2026-02-26 11:45:00,Downtown,North,363,Cash,3.47
501153,2026-02-26,2026-02-26 08:03:00,Downtown,North,838,Cash,2.48
501154,2026-02-26,2026-02-26 10:02:00,Downtown,North,701,Cash,16.83
501155,2026-02-26,2026-02-26 08:45:00,Harbor Point,South,437,Debit Card,5.92
501156,2026-02-26,2026-02-26 07:19:00,Downtown,North,567,Credit Card,16.11
501157,2026-02-26,2026-02-26 16:25:00,Airport Kiosk,West,594,Cash,4.25
501158,2026-02-26,2026-02-26 09:09:00,Airport Kiosk,West,876,Debit Card,7.66
501159,2026-02-26,2026-02-26 13:31:00,Uptown Mall,East,126,Cash,11.82
501160,2026-02-26,2026-02-26 09:00:00,Uptown Mall,East,538,Credit Card,7.66
501161,2026-02-26,2026-02-26 09:53:00,Downtown,North,478,Mobile Pay,6.17
501162,2026-02-27,2026-02-27 07:16:00,Airport Kiosk,West,258,Credit Card,3.5
501163,2026-02-27,2026-02-27 11:15:00,Downtown,North,346,Credit Card,8.98
501164,2026-02-27,2026-02-27 08:39:00,Riverside,South,716,Debit Card,3.88
501165,2026-02-27,2026-02-27 08:30:00,Harbor Point,South,855,Credit Card,2.46
501166,2026-02-27,2026-02-27 12:18:00,Riverside,South,215,Credit Card,3.94
501167,2026-02-27,2026-02-27 09:41:00,Downtown,North,564,Debit Card,15.04
501168,2026-02-27,2026-02-27 11:18:00,Harbor Point,South,205,Credit Card,8.78
501169,2026-02-27,2026-02-27 15:32:00,Harbor Point,South,452,Debit Card,6.82
501170,2026-02-27,2026-02-27 12:24:00,Downtown,North,597,Credit Card,7.81
501171,2026-02-27,2026-02-27 17:34:00,Harbor Point,South,572,Credit Card,16.75
501172,2026-02-27,2026-02-27 15:44:00,Riverside,South,734,Credit Card,12.78
501173,2026-02-27,2026-02-27 17:02:00,Airport Kiosk,West,96,Debit Card,3.91
501174,2026-02-27,2026-02-27 12:57:00,Downtown,North,535,Credit Card,7.91
501175,2026-02-27,2026-02-27 15:06:00,Downtown,North,622,Cash,25.49
501176,2026-02-27,2026-02-27 13:49:00,Harbor Point,South,479,Cash,2.98
501177,2026-02-28,2026-02-28 16:09:00,Riverside,South,482,Credit Card,3.16
501178,2026-02-28,2026-02-28 08:00:00,Downtown,North,828,Credit Card,7.29
501179,2026-02-28,2026-02-28 10:57:00,Riverside,South,721,Mobile Pay,7.64
501180,2026-02-28,2026-02-28 09:20:00,Airport Kiosk,West,246,Debit Card,4.24
501181,2026-02-28,2026-02-28 12:39:00,Downtown,North,121,Credit Card,3.44
501182,2026-02-28,2026-02-28 18:41:00,Airport Kiosk,West,266,Cash,2.97
501183,2026-02-28,2026-02-28 12:38:00,Downtown,North,174,Cash,11.72
501184,2026-02-28,2026-02-28 08:53:00,Harbor Point,South,667,Cash,26.77
501185,2026-02-28,2026-02-28 13:09:00,Riverside,South,23,Credit Card,8.12
501186,2026-02-28,2026-02-28 18:21:00,Uptown Mall,East,564,Cash,7.43
501187,2026-02-28,2026-02-28 10:30:00,Airport Kiosk,West,633,Credit Card,3.94
501188,2026-02-28,2026-02-28 09:58:00,Uptown Mall,East,647,Mobile Pay,16.48
501189,2026-02-28,2026-02-28 09:54:00,Harbor Point,South,783,Cash,9.26
501190,2026-02-28,2026-02-28 14:45:00,Downtown,North,363,Mobile Pay,8.02
501191,2026-02-28,2026-02-28 09:05:00,Airport Kiosk,West,60,Credit Card,10.68
501192,2026-02-28,2026-02-28 12:55:00,Harbor Point,South,566,Credit Card,2.49
501193,2026-02-28,2026-02-28 09:01:00,Airport Kiosk,West,613,Credit Card,5.42
501194,2026-02-28,2026-02-28 12:39:00,Uptown Mall,East,626,Mobile Pay,9.98
501195,2026-02-28,2026-02-28 12:15:00,Harbor Point,South,715,Credit Card,3.72
501196,2026-03-01,2026-03-01 18:50:00,Harbor Point,South,491,Credit Card,38.94
501197,2026-03-01,2026-03-01 17:24:00,Downtown,North,26,Credit Card,21.24
501198,2026-03-01,2026-03-01 08:45:00,Riverside,South,608,Credit Card,9.89
501199,2026-03-01,2026-03-01 07:33:00,Harbor Point,South,237,Credit Card,4.96
501200,2026-03-01,2026-03-01 18:20:00,Harbor Point,South,530,Mobile Pay,8.36
501201,2026-03-01,2026-03-01 07:37:00,Downtown,North,131,Debit Card,23.45
501202,2026-03-01,2026-03-01 10:21:00,Uptown Mall,East,784,Mobile Pay,3.68
501203,2026-03-01,2026-03-01 16:24:00,Downtown,North,479,Credit Card,11.1
501204,2026-03-01,2026-03-01 11:10:00,Uptown Mall,East,55,Cash,6.18
501205,2026-03-01,2026-03-01 13:14:00,Airport Kiosk,West,854,Cash,8.86
501206,2026-03-01,2026-03-01 18:22:00,Harbor Point,South,832,Credit Card,12.47
501207,2026-03-01,2026-03-01 09:39:00,Airport Kiosk,West,218,Debit Card,13.34
501208,2026-03-01,2026-03-01 11:17:00,Riverside,South,487,Credit Card,12.34
501209,2026-03-01,2026-03-01 07:32:00,Airport Kiosk,West,153,Mobile Pay,13.34
501210,2026-03-01,2026-03-01 16:35:00,Uptown Mall,East,765,Credit Card,11.08
501211,2026-03-01,2026-03-01 08:13:00,Airport Kiosk,West,441,Debit Card,3.99
501212,2026-03-01,2026-03-01 07:28:00,Riverside,South,152,Credit Card,25.98
501213,2026-03-01,2026-03-01 13:16:00,Airport Kiosk,West,198,Mobile Pay,17.83
501214,2026-03-01,2026-03-01 08:54:00,Riverside,South,242,Debit Card,7.83
501215,2026-03-01,2026-03-01 13:44:00,Harbor Point,South,594,Mobile Pay,7.15
501216,2026-03-01,2026-03-01 08:45:00,Airport Kiosk,West,338,Credit Card,19.03
501217,2026-03-01,2026-03-01 18:19:00,Harbor Point,South,798,Credit Card,6.85
501218,2026-03-01,2026-03-01 12:52:00,Airport Kiosk,West,882,Debit Card,2.95
501219,2026-03-02,2026-03-02 18:38:00,Riverside,South,260,Credit Card,14.53
501220,2026-03-02,2026-03-02 08:36:00,Uptown Mall,East,213,Cash,24.45
501221,2026-03-02,2026-03-02 14:08:00,Harbor Point,South,469,Cash,20.57
501222,2026-03-02,2026-03-02 12:50:00,Uptown Mall,East,865,Cash,23.11
501223,2026-03-02,2026-03-02 10:51:00,Uptown Mall,East,775,Debit Card,10.02
501224,2026-03-02,2026-03-02 18:58:00,Airport Kiosk,West,374,Mobile Pay,16.59
501225,2026-03-02,2026-03-02 08:25:00,Downtown,North,268,Mobile Pay,19.89
501226,2026-03-02,2026-03-02 15:00:00,Downtown,North,480,Credit Card,27.9
501227,2026-03-02,2026-03-02 09:28:00,Airport Kiosk,West,590,Debit Card,15.99
501228,2026-03-02,2026-03-02 10:18:00,Riverside,South,584,Cash,12.98
501229,2026-03-02,2026-03-02 16:45:00,Uptown Mall,East,519,Debit Card,9.41
501230,2026-03-02,2026-03-02 18:19:00,Riverside,South,253,Credit Card,10.79
501231,2026-03-02,2026-03-02 13:05:00,Harbor Point,South,550,Credit Card,15.56
501232,2026-03-02,2026-03-02 07:01:00,Harbor Point,South,412,Cash,11.84
501233,2026-03-02,2026-03-02 09:20:00,Riverside,South,824,Credit Card,10.64
501234,2026-03-02,2026-03-02 16:13:00,Harbor Point,South,579,Mobile Pay,20.85
501235,2026-03-02,2026-03-02 09:37:00,Airport Kiosk,West,146,Debit Card,20.91
501236,2026-03-02,2026-03-02 08:38:00,Uptown Mall,East,556,Credit Card,7.33
501237,2026-03-02,2026-03-02 16:58:00,Airport Kiosk,West,683,Mobile Pay,8.2
501238,2026-03-02,2026-03-02 09:29:00,Harbor Point,South,559,Credit Card,8.4
501239,2026-03-02,2026-03-02 09:57:00,Riverside,South,68,Debit Card,10.55
501240,2026-03-03,2026-03-03 13:08:00,Uptown Mall,East,28,Cash,19.22
501241,2026-03-03,2026-03-03 18:48:00,Downtown,North,426,Debit Card,11.67
501242,2026-03-03,2026-03-03 12:48:00,Uptown Mall,East,391,Mobile Pay,7.69
501243,2026-03-03,2026-03-03 08:58:00,Uptown Mall,East,10,Mobile Pay,17.82
501244,2026-03-03,2026-03-03 09:57:00,Airport Kiosk,West,578,Debit Card,15.03
501245,2026-03-03,2026-03-03 17:11:00,Airport Kiosk,West,303,Credit Card,18.42
501246,2026-03-03,2026-03-03 11:39:00,Riverside,South,45,Mobile Pay,12.44
501247,2026-03-03,2026-03-03 11:48:00,Harbor Point,South,37,Mobile Pay,16.66
501248,2026-03-03,2026-03-03 10:26:00,Riverside,South,301,Cash,3.22
501249,2026-03-03,2026-03-03 14:11:00,Downtown,North,706,Credit Card,11.97
501250,2026-03-03,2026-03-03 08:01:00,Airport Kiosk,West,828,Cash,14.69
501251,2026-03-03,2026-03-03 14:59:00,Downtown,North,618,Credit Card,14.41
501252,2026-03-03,2026-03-03 13:07:00,Harbor Point,South,27,Mobile Pay,23.46
501253,2026-03-03,2026-03-03 10:59:00,Airport Kiosk,West,404,Cash,24.99
501254,2026-03-04,2026-03-04 12:51:00,Uptown Mall,East,701,Debit Card,11.41
501255,2026-03-04,2026-03-04 14:06:00,Downtown,North,307,Mobile Pay,44.44
501256,2026-03-04,2026-03-04 10:06:00,Airport Kiosk,West,455,Mobile Pay,7.72
501257,2026-03-04,2026-03-04 14:32:00,Downtown,North,597,Mobile Pay,16.66
501258,2026-03-04,2026-03-04 07:06:00,Riverside,South,612,Mobile Pay,8.34
501259,2026-03-04,2026-03-04 14:32:00,Downtown,North,741,Cash,10.12
501260,2026-03-04,2026-03-04 12:24:00,Uptown Mall,East,56,Debit Card,4.92
501261,2026-03-04,2026-03-04 07:17:00,Uptown Mall,East,257,Credit Card,11.92
501262,2026-03-04,2026-03-04 15:50:00,Riverside,South,396,Debit Card,7.66
501263,2026-03-04,2026-03-04 11:59:00,Uptown Mall,East,647,Credit Card,15.98
501264,2026-03-04,2026-03-04 08:57:00,Airport Kiosk,West,591,Credit Card,8.53
501265,2026-03-04,2026-03-04 14:10:00,Harbor Point,South,579,Cash,7.36
501266,2026-03-04,2026-03-04 17:44:00,Airport Kiosk,West,95,Debit Card,7.32
501267,2026-03-04,2026-03-04 13:19:00,Uptown Mall,East,89,Cash,23.49
501268,2026-03-05,2026-03-05 08:22:00,Riverside,South,581,Cash,16.77
501269,2026-03-05,2026-03-05 07:29:00,Downtown,North,471,Mobile Pay,6.84
501270,2026-03-05,2026-03-05 08:05:00,Downtown,North,93,Cash,14.76
501271,2026-03-05,2026-03-05 09:38:00,Uptown Mall,East,301,Credit Card,7.61
501272,2026-03-05,2026-03-05 14:39:00,Airport Kiosk,West,106,Cash,6.8
501273,2026-03-05,2026-03-05 16:10:00,Downtown,North,883,Cash,20.65
501274,2026-03-05,2026-03-05 10:24:00,Uptown Mall,East,474,Cash,3.4
501275,2026-03-05,2026-03-05 16:53:00,Riverside,South,165,Credit Card,3.24
501276,2026-03-05,2026-03-05 07:51:00,Harbor Point,South,247,Mobile Pay,12.5
501277,2026-03-05,2026-03-05 07:38:00,Uptown Mall,East,261,Credit Card,15.07
501278,2026-03-05,2026-03-05 09:28:00,Uptown Mall,East,693,Credit Card,2.45
501279,2026-03-05,2026-03-05 18:04:00,Riverside,South,207,Debit Card,3.96
501280,2026-03-06,2026-03-06 08:14:00,Downtown,North,184,Mobile Pay,7.5
501281,2026-03-06,2026-03-06 08:16:00,Harbor Point,South,773,Debit Card,2.99
501282,2026-03-06,2026-03-06 12:22:00,Downtown,North,459,Debit Card,4.98
501283,2026-03-06,2026-03-06 10:04:00,Downtown,North,836,Debit Card,11.7
501284,2026-03-06,2026-03-06 08:39:00,Uptown Mall,East,54,Mobile Pay,3.95
501285,2026-03-06,2026-03-06 07:19:00,Harbor Point,South,6,Credit Card,12.21
501286,2026-03-06,2026-03-06 07:11:00,Riverside,South,861,Credit Card,8.06
501287,2026-03-06,2026-03-06 07:29:00,Harbor Point,South,520,Debit Card,2.93
501288,2026-03-06,2026-03-06 09:08:00,Riverside,South,537,Cash,10.96
501289,2026-03-06,2026-03-06 08:43:00,Harbor Point,South,330,Credit Card,19.34
501290,2026-03-06,2026-03-06 09:22:00,Downtown,North,769,Debit Card,7.2
501291,2026-03-06,2026-03-06 08:06:00,Harbor Point,South,241,Mobile Pay,3.7
501292,2026-03-06,2026-03-06 09:41:00,Riverside,South,547,Cash,6.41
501293,2026-03-06,2026-03-06 07:07:00,Uptown Mall,East,212,Mobile Pay,3.24
501294,2026-03-06,2026-03-06 10:33:00,Uptown Mall,East,606,Credit Card,2.49
501295,2026-03-06,2026-03-06 13:23:00,Harbor Point,South,267,Credit Card,10.87
501296,2026-03-06,2026-03-06 09:16:00,Harbor Point,South,803,Debit Card,15.27
501297,2026-03-06,2026-03-06 10:11:00,Downtown,North,639,Debit Card,19.71
501298,2026-03-06,2026-03-06 08:17:00,Downtown,North,760,Cash,3.92
501299,2026-03-06,2026-03-06 08:23:00,Downtown,North,608,Debit Card,4.65
501300,2026-03-06,2026-03-06 13:51:00,Riverside,South,80,Cash,8.59
501301,2026-03-06,2026-03-06 08:41:00,Uptown Mall,East,639,Cash,13.29
501302,2026-03-06,2026-03-06 12:41:00,Harbor Point,South,62,Cash,4.38
501303,2026-03-06,2026-03-06 15:09:00,Uptown Mall,East,642,Credit Card,5.92
501304,2026-03-06,2026-03-06 18:18:00,Harbor Point,South,558,Credit Card,11.53
501305,2026-03-06,2026-03-06 08:19:00,Riverside,South,397,Debit Card,3.21
501306,2026-03-06,2026-03-06 08:20:00,Uptown Mall,East,655,Credit Card,2.93
501307,2026-03-07,2026-03-07 12:15:00,Riverside,South,860,Cash,3.69
501308,2026-03-07,2026-03-07 10:15:00,Downtown,North,278,Mobile Pay,14.89
501309,2026-03-07,2026-03-07 12:21:00,Uptown Mall,East,861,Credit Card,18.85
501310,2026-03-07,2026-03-07 17:00:00,Airport Kiosk,West,831,Debit Card,4.43
501311,2026-03-07,2026-03-07 16:11:00,Uptown Mall,East,8,Cash,2.48
501312,2026-03-07,2026-03-07 13:35:00,Riverside,South,305,Mobile Pay,11.28
501313,2026-03-07,2026-03-07 11:05:00,Uptown Mall,East,103,Debit Card,7.84
501314,2026-03-07,2026-03-07 08:27:00,Uptown Mall,East,49,Cash,8.08
501315,2026-03-07,2026-03-07 14:54:00,Uptown Mall,East,286,Mobile Pay,31.43
501316,2026-03-07,2026-03-07 08:55:00,Airport Kiosk,West,331,Credit Card,17.78
501317,2026-03-07,2026-03-07 13:57:00,Riverside,South,524,Credit Card,9.26
501318,2026-03-07,2026-03-07 12:16:00,Harbor Point,South,555,Debit Card,18.82
501319,2026-03-07,2026-03-07 08:45:00,Airport Kiosk,West,824,Cash,20.84
501320,2026-03-07,2026-03-07 09:59:00,Downtown,North,685,Mobile Pay,10.49
501321,2026-03-07,2026-03-07 16:24:00,Harbor Point,South,736,Mobile Pay,23.75
501322,2026-03-07,2026-03-07 17:45:00,Downtown,North,81,Credit Card,3.43
501323,2026-03-07,2026-03-07 09:24:00,Uptown Mall,East,338,Debit Card,19.49
501324,2026-03-07,2026-03-07 17:58:00,Riverside,South,659,Debit Card,7.33
501325,2026-03-07,2026-03-07 09:01:00,Harbor Point,South,236,Mobile Pay,16.72
501326,2026-03-07,2026-03-07 11:11:00,Airport Kiosk,West,187,Cash,7.29
501327,2026-03-07,2026-03-07 13:44:00,Downtown,North,546,Mobile Pay,11.47
501328,2026-03-07,2026-03-07 07:21:00,Riverside,South,824,Cash,28.83
501329,2026-03-07,2026-03-07 09:19:00,Riverside,South,630,Credit Card,2.48
501330,2026-03-07,2026-03-07 08:12:00,Harbor Point,South,892,Debit Card,27.73
501331,2026-03-07,2026-03-07 08:57:00,Downtown,North,348,Debit Card,15.58
501332,2026-03-07,2026-03-07 11:01:00,Riverside,South,636,Cash,23.71
501333,2026-03-07,2026-03-07 16:53:00,Downtown,North,795,Credit Card,3.47
501334,2026-03-07,2026-03-07 17:42:00,Riverside,South,367,Mobile Pay,5.46
501335,2026-03-07,2026-03-07 09:32:00,Downtown,North,607,Debit Card,8.18
501336,2026-03-07,2026-03-07 09:09:00,Downtown,North,616,Mobile Pay,15.76
501337,2026-03-07,2026-03-07 18:56:00,Airport Kiosk,West,408,Credit Card,4.24
501338,2026-03-07,2026-03-07 10:58:00,Airport Kiosk,West,165,Credit Card,12.43
501339,2026-03-07,2026-03-07 16:51:00,Downtown,North,671,Credit Card,8.16
501340,2026-03-07,2026-03-07 17:07:00,Harbor Point,South,895,Credit Card,22.1
501341,2026-03-07,2026-03-07 15:45:00,Airport Kiosk,West,71,Mobile Pay,2.94
501342,2026-03-07,2026-03-07 13:23:00,Downtown,North,808,Mobile Pay,12.41
501343,2026-03-07,2026-03-07 08:05:00,Downtown,North,142,Debit Card,10.8
501344,2026-03-08,2026-03-08 09:40:00,Harbor Point,South,116,Cash,3.89
501345,2026-03-08,2026-03-08 09:09:00,Downtown,North,830,Cash,12.27
501346,2026-03-08,2026-03-08 16:52:00,Harbor Point,South,333,Credit Card,14.89
501347,2026-03-08,2026-03-08 12:27:00,Harbor Point,South,383,Cash,2.91
501348,2026-03-08,2026-03-08 17:53:00,Riverside,South,328,Mobile Pay,17.99
501349,2026-03-08,2026-03-08 15:20:00,Downtown,North,490,Cash,36.65
501350,2026-03-08,2026-03-08 15:01:00,Airport Kiosk,West,151,Mobile Pay,14.78
501351,2026-03-08,2026-03-08 09:39:00,Downtown,North,859,Debit Card,3.21
501352,2026-03-08,2026-03-08 07:33:00,Downtown,North,585,Credit Card,4.71
501353,2026-03-08,2026-03-08 07:54:00,Downtown,North,89,Credit Card,6.92
501354,2026-03-08,2026-03-08 12:57:00,Uptown Mall,East,803,Cash,4.16
501355,2026-03-08,2026-03-08 17:41:00,Airport Kiosk,West,340,Cash,3.2
501356,2026-03-08,2026-03-08 13:06:00,Riverside,South,591,Credit Card,11.69
501357,2026-03-08,2026-03-08 09:35:00,Downtown,North,341,Cash,15.66
501358,2026-03-08,2026-03-08 08:41:00,Riverside,South,816,Debit Card,2.48
501359,2026-03-08,2026-03-08 08:24:00,Airport Kiosk,West,89,Mobile Pay,20.51
501360,2026-03-08,2026-03-08 14:48:00,Downtown,North,100,Mobile Pay,5.67
501361,2026-03-08,2026-03-08 09:30:00,Downtown,North,719,Cash,4.22
501362,2026-03-08,2026-03-08 16:50:00,Airport Kiosk,West,111,Mobile Pay,7.06
501363,2026-03-08,2026-03-08 09:06:00,Harbor Point,South,496,Mobile Pay,5.97
501364,2026-03-08,2026-03-08 10:03:00,Riverside,South,652,Credit Card,8.99
501365,2026-03-08,2026-03-08 15:29:00,Uptown Mall,East,106,Credit Card,3.72
501366,2026-03-09,2026-03-09 11:37:00,Downtown,North,455,Credit Card,4.18
501367,2026-03-09,2026-03-09 17:16:00,Airport Kiosk,West,762,Cash,14.28
501368,2026-03-09,2026-03-09 17:33:00,Uptown Mall,East,233,Credit Card,4.67
501369,2026-03-09,2026-03-09 09:59:00,Downtown,North,244,Debit Card,9.31
501370,2026-03-09,2026-03-09 07:26:00,Riverside,South,295,Debit Card,5.96
501371,2026-03-09,2026-03-09 12:32:00,Uptown Mall,East,184,Credit Card,8.18
501372,2026-03-09,2026-03-09 14:21:00,Riverside,South,711,Mobile Pay,8.03
501373,2026-03-09,2026-03-09 09:44:00,Downtown,North,655,Debit Card,8.74
501374,2026-03-09,2026-03-09 14:36:00,Downtown,North,300,Mobile Pay,3.22
501375,2026-03-09,2026-03-09 08:54:00,Airport Kiosk,West,62,Cash,11.59
501376,2026-03-09,2026-03-09 12:53:00,Downtown,North,536,Mobile Pay,4.22
501377,2026-03-09,2026-03-09 15:53:00,Riverside,South,701,Debit Card,11.87
501378,2026-03-09,2026-03-09 13:34:00,Harbor Point,South,749,Credit Card,11.14
501379,2026-03-09,2026-03-09 09:50:00,Downtown,North,467,Cash,4.66
